,Description,Label
492,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.,pos
493,Self-lock. Job completed by running the query manually.,pos
494,Source file not available. Job re-run once the file is available.,pos
495,Self-lock occured. job completed manually by running the query.,pos
496,issue with source file. completed on re-run once the corrected file made available,pos
497,The job failed due to log in time out error which has bee re-executed and completed successfully,neg
498,The job has been completed on re-run,pos
499,wrongly triggered.,pos
500,"

The job failed due to null values in not null field.We have re-executed the job after deleting the invalid records and completed successfully.",pos
501,The job was executed successfully on rerun,pos
502,Batch Issues. Jobs were re-run successfully.,pos
503,The job was run successfully on re-run,pos
504,Job got failed due to name pipe error. Then job was re-started and completed successfully.,neg
505,on rerun the job completed successfully.,pos
506,job confirmed at backend ,pos
507,the batch completed successfully,pos
508,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.",pos
509,"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully",pos
510,JOb got failed due to connectivity issue. Then job was restarted and completed successfully,neg
511,batch comfirmed at backend,pos
512,Self-lock occured. Job completed once the query ran successfully.,pos
513,The job was loaded with duplicates. the duplicates were removed and the job was restarted and completed successfully.,pos
514,self lock. script executed,pos
515,The job has been ran successfully on rerun,pos
516,on rerun the job completed successfully,pos
517,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully,pos
518,"Time out issue , rerun was success",pos
519,Time-out issue. Job completed on re-run.,pos
520,Job got failed due to connectivty issue. Then issue has been fixed and job has been re started,neg
521,Job got failed due to tdata connectivity issue. Then job was re-started and completed.,neg
522,The job has been completed successfully on re-run,pos
523,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.,neg
524,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.,neg
525,Job got failed due to connectivity issue. Then job was re-started,neg
526,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.,pos
527,SP value has space in it. completed on re-run after removing the extra space manually.,pos
528,no spool space in db. completed on re-run,neg
529,brj issue. Job re-run once brj is up and completed successfully.,pos
530,Self-lock occured. Job completed once the query ran successfully.,pos
531,Job got failed due to tdata connectivity issue. Then job was re-started and completed.,neg
532,"TD outage, re run was succesful",pos
533,he job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,neg
534,Job got executed successfully on the re-run,pos
535,Job got failed due to duplicate issue. Then issue has been fixed and  job has been re-executed and completed successfully.,neg
536,Named pipe error and lock has been released. Completed on re-run.,neg
537,"
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.",neg
538,Source file not available.,pos
539,Source file not available. Job re-run once the file is avaialble.,pos
540,On re-run job completed successfully.,pos
541,Self-lock. Job completed by running the query manually.,pos
542,brj issue. completed on re-run,pos
543,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.",pos
